NHGISCODE|GJOIN1970|GJOIN1980|GJOIN1990|GJOIN2000|GJOIN2012|STATE|COUNTY|TRACTA|Total_1970|Total_1980|Total_1990|Total_2000|Total_2010|High_Attainment_1970|High_Attainment_1980|High_Attainment_1990|High_Attainment_2000|High_Attainment_2010
G1700830010401|||||G1700830010401|Illinois|Jersey County|10401|0.0|0.0|0.0|0.0|4480.0|||||0.15625
G1700830010402|||||G1700830010402|Illinois|Jersey County|10402|0.0|0.0|0.0|0.0|1436.0|||||0.10376044568245125
G1700830010500|||G17008300105|G1700830010500|G1700830010500|Illinois|Jersey County|10500|0.0|0.0|1126.0|1023.0|1121.0|||0.04085257548845471|0.12609970674486803|0.25512934879571814
G1700830990100||G17008309901||||Illinois|Jersey County|990100|0.0|1983.0|0.0|0.0|0.0||0.07009581442259204|||
G1700830990200||G17008309902||||Illinois|Jersey County|990200|0.0|2641.0|0.0|0.0|0.0||0.09238924649753881|||
G1700830999999||G1700830999999||||Illinois|Jersey County|999999|0.0|722.0|0.0|0.0|0.0||0.07479224376731301|||
G1700850020100||G17008500201|G17008500201|G1700850020100|G1700850020100|Illinois|Jo Daviess County|20100|0.0|2742.0|2830.0|3093.0|3237.0||0.07986870897155361|0.12296819787985866|0.12188813449725186|0.1696014828544949
G1700850020200||G17008500202|G17008500202|G1700850020200|G1700850020200|Illinois|Jo Daviess County|20200|0.0|0.0|3110.0|3301.0|3398.0|||0.0707395498392283|0.1129960617994547|0.17422012948793408
G1700850020300||G17008500203|G17008500203|G1700850020300|G1700850020300|Illinois|Jo Daviess County|20300|0.0|0.0|3223.0|3453.0|3699.0|||0.17188954390319577|0.19171734723428902|0.2749391727493917
G1700850020400||G17008500204|G17008500204|G1700850020400||Illinois|Jo Daviess County|20400|0.0|0.0|2909.0|3380.0|0.0|||0.12203506359573736|0.20029585798816568|
G1700850020401|||||G1700850020401|Illinois|Jo Daviess County|20401|0.0|0.0|0.0|0.0|1680.0|||||0.46964285714285714
G1700850020402|||||G1700850020402|Illinois|Jo Daviess County|20402|0.0|0.0|0.0|0.0|2265.0|||||0.19823399558498897
G1700850020500||G17008500205|G17008500205|G1700850020500|G1700850020500|Illinois|Jo Daviess County|20500|0.0|0.0|2337.0|2398.0|2286.0|||0.11125374411638853|0.12051709758131776|0.17016622922134733
G1700870977600|||G17008709776|G1700870977600|G1700870977600|Illinois|Johnson County|977600|0.0|0.0|4121.0|5097.0|3938.0|||0.10021839359378791|0.11555817147341574|0.12036566785170137
G1700870977700|||G17008709777|G1700870977700|G1700870977700|Illinois|Johnson County|977700|0.0|0.0|1516.0|1708.0|1958.0|||0.0758575197889182|0.12822014051522249|0.24412665985699694
G1700870977800|||G17008709778|G1700870977800|G1700870977800|Illinois|Johnson County|977800|0.0|0.0|2285.0|2252.0|2526.0|||0.08577680525164114|0.11190053285968028|0.1508313539192399
G1700870980000|||||G1700870980000|Illinois|Johnson County|980000|0.0|0.0|0.0|0.0|738.0|||||0.04607046070460705
G1700890850100|G17008908501|G17008908501|G17008908501|G1700890850100||Illinois|Kane County|850100|1253.0|0.0|3181.0|10705.0|0.0|0.09896249002394254||0.26658283558629364|0.329098552078468|
G1700890850101|||||G1700890850101|Illinois|Kane County|850101|0.0|0.0|0.0|0.0|3890.0|||||0.25398457583547557
G1700890850103|||||G1700890850103|Illinois|Kane County|850103|0.0|0.0|0.0|0.0|3932.0|||||0.4715157680569685
G1700890850105|||||G1700890850105|Illinois|Kane County|850105|0.0|0.0|0.0|0.0|4279.0|||||0.5723299836410376
G1700890850106|||||G1700890850106|Illinois|Kane County|850106|0.0|0.0|0.0|0.0|4997.0|||||0.41484890934560736
G1700890850200|G17008908502|||||Illinois|Kane County|850200|5545.0|0.0|0.0|0.0|0.0|0.035347159603246164||||
G1700890850201||G1700890850201|G1700890850201|G1700890850201|G1700890850201|Illinois|Kane County|850201|0.0|2886.0|3198.0|2219.0|2101.0||0.05578655578655579|0.03908692933083177|0.07976566020730058|0.12613041408852926
G1700890850202||G1700890850202|G1700890850202|G1700890850202|G1700890850202|Illinois|Kane County|850202|0.0|2845.0|3244.0|3556.0|3777.0||0.07275922671353251|0.056103575832305796|0.05427446569178852|0.06513105639396347
G1700890850300|G17008908503|||||Illinois|Kane County|850300|4333.0|0.0|0.0|0.0|0.0|0.051696284329563816||||
G1700890850301||G1700890850301|G1700890850301|G1700890850301|G1700890850301|Illinois|Kane County|850301|0.0|3543.0|3637.0|3869.0|3647.0||0.051368896415467116|0.04289249381358262|0.04523132592401137|0.041952289553057305
G1700890850302||G1700890850302|G1700890850302|G1700890850302|G1700890850302|Illinois|Kane County|850302|0.0|1978.0|2277.0|2706.0|3325.0||0.160262891809909|0.15063680281071584|0.1541019955654102|0.15639097744360902
G1700890850400|G17008908504|G17008908504|G17008908504|G1700890850400|G1700890850400|Illinois|Kane County|850400|1470.0|1497.0|1631.0|1659.0|1840.0|0.10068027210884353|0.16700066800267202|0.23421213979153893|0.3025919228450874|0.35543478260869565
G1700890850500|G17008908505|G17008908505|G17008908505|G1700890850500|G1700890850500|Illinois|Kane County|850500|1870.0|0.0|2365.0|2695.0|2569.0|0.1518716577540107||0.24355179704016913|0.28534322820037106|0.27676138575321135
G1700890850600|G17008908506|G17008908506|G17008908506|G1700890850600|G1700890850600|Illinois|Kane County|850600|1213.0|2030.0|3280.0|4014.0|5412.0|0.25474031327287716|0.3689655172413793|0.3807926829268293|0.41230692575984057|0.402069475240207
G1700890850700|G17008908507|G17008908507||||Illinois|Kane County|850700|3288.0|4745.0|0.0|0.0|0.0|0.05170316301703163|0.13066385669125394|||
G1700890850701|||G1700890850701|G1700890850701|G1700890850701|Illinois|Kane County|850701|0.0|0.0|3354.0|4129.0|10751.0|||0.23375074537865237|0.2879631872124001|0.4040554367035625
G1700890850702|||G1700890850702|G1700890850702|G1700890850702|Illinois|Kane County|850702|0.0|0.0|3408.0|4233.0|11315.0|||0.1358568075117371|0.22442712024568864|0.24516129032258063
G1700890850703||||G1700890850703|G1700890850703|Illinois|Kane County|850703|0.0|0.0|0.0|1403.0|1677.0||||0.14255167498218105|0.24925462134764462
G1700890850800|G17008908508|G17008908508|G17008908508|G1700890850800|G1700890850800|Illinois|Kane County|850800|4063.0|3678.0|3848.0|4071.0|4221.0|0.12183115924193945|0.19113648722131593|0.22323284823284822|0.220093343158929|0.2392797915185975
G1700890850900|G17008908509|G17008908509|G17008908509|G1700890850900||Illinois|Kane County|850900|456.0|422.0|433.0|508.0|0.0|0.03070175438596491|0.052132701421800945|0.08775981524249422|0.11023622047244094|
G1700890851000|G17008908510|G17008908510|G17008908510|G1700890851000|G1700890851000|Illinois|Kane County|851000|1909.0|3708.0|4092.0|4004.0|4091.0|0.14562598218962808|0.21224379719525352|0.20454545454545456|0.1978021978021978|0.17257394280127109
G1700890851100|G17008908511|G17008908511|G17008908511|G1700890851100||Illinois|Kane County|851100|4687.0|4361.0|4710.0|4831.0|0.0|0.1382547471730318|0.2075212107314836|0.24904458598726115|0.19167874146139516|
G1700890851101|||||G1700890851101|Illinois|Kane County|851101|0.0|0.0|0.0|0.0|2590.0|||||0.1722007722007722
G1700890851102|||||G1700890851102|Illinois|Kane County|851102|0.0|0.0|0.0|0.0|2481.0|||||0.2470777912132205
G1700890851200|G17008908512|G17008908512|G17008908512|G1700890851200||Illinois|Kane County|851200|375.0|277.0|229.0|1622.0|0.0|0.064|0.032490974729241874|0.048034934497816595|0.08076448828606658|
G1700890851300|G17008908513|G17008908513|G17008908513|G1700890851300||Illinois|Kane County|851300|4877.0|4364.0|5161.0|4178.0|0.0|0.06499897477957761|0.11571952337305225|0.0928114706452238|0.08472953566299665|
G1700890851301|||||G1700890851301|Illinois|Kane County|851301|0.0|0.0|0.0|0.0|2306.0|||||0.1717259323503903
G1700890851302|||||G1700890851302|Illinois|Kane County|851302|0.0|0.0|0.0|0.0|1873.0|||||0.06994127068873465
G1700890851400|G17008908514|G17008908514|G17008908514|G1700890851400|G1700890851400|Illinois|Kane County|851400|3377.0|3043.0|3620.0|3986.0|3847.0|0.06277761326621262|0.11206046664475847|0.12790055248618784|0.07325639739086803|0.09279958409149987
G1700890851500|G17008908515|G17008908515|G17008908515|G1700890851500|G1700890851500|Illinois|Kane County|851500|360.0|529.0|524.0|666.0|646.0|0.06944444444444445|0.0831758034026465|0.11450381679389313|0.08408408408408409|0.11764705882352941
G1700890851600|G17008908516|G17008908516|G17008908516|G1700890851600|G1700890851600|Illinois|Kane County|851600|6504.0|3522.0|3829.0|3846.0|3925.0|0.05781057810578106|0.10164679159568427|0.14076782449725778|0.15288611544461778|0.1421656050955414
G1700890851700||G17008908517|G17008908517|G1700890851700||Illinois|Kane County|851700|0.0|576.0|832.0|480.0|0.0||0.03298611111111111|0.0|0.20208333333333334|
G1700890851800|G17008908518|G17008908518||||Illinois|Kane County|851800|3264.0|4774.0|0.0|0.0|0.0|0.0628063725490196|0.12191034771679933|||
G1700890851801|||G1700890851801|G1700890851801|G1700890851801|Illinois|Kane County|851801|0.0|0.0|3383.0|4677.0|5108.0|||0.11912503694945314|0.19050673508659396|0.2983555207517619
G1700890851802|||G1700890851802|G1700890851802||Illinois|Kane County|851802|0.0|0.0|2800.0|3042.0|0.0|||0.14|0.1581196581196581|
G1700890851900|G17008908519|||||Illinois|Kane County|851900|4406.0|0.0|0.0|0.0|0.0|0.18066273263731275||||
G1700890851901||G1700890851901||||Illinois|Kane County|851901|0.0|5170.0|0.0|0.0|0.0||0.22166344294003867|||
G1700890851902||G1700890851902|G1700890851902|G1700890851902||Illinois|Kane County|851902|0.0|1861.0|2679.0|9011.0|0.0||0.18216012896292316|0.27398282941396046|0.3046276772833204|
G1700890851903|||G1700890851903|G1700890851903||Illinois|Kane County|851903|0.0|0.0|4503.0|5505.0|0.0|||0.29580279813457694|0.30572207084468667|
G1700890851904|||G1700890851904|G1700890851904|G1700890851904|Illinois|Kane County|851904|0.0|0.0|3408.0|4547.0|4704.0|||0.2112676056338028|0.2786452606113921|0.2780612244897959
G1700890851905|||||G1700890851905|Illinois|Kane County|851905|0.0|0.0|0.0|0.0|7919.0|||||0.49210758934208865
G1700890851907|||||G1700890851907|Illinois|Kane County|851907|0.0|0.0|0.0|0.0|4564.0|||||0.2291849255039439
G1700890851908|||||G1700890851908|Illinois|Kane County|851908|0.0|0.0|0.0|0.0|3146.0|||||0.303560076287349
G1700890851909|||||G1700890851909|Illinois|Kane County|851909|0.0|0.0|0.0|0.0|3043.0|||||0.3200788695366415
G1700890851910|||||G1700890851910|Illinois|Kane County|851910|0.0|0.0|0.0|0.0|2910.0|||||0.1986254295532646
G1700890852000|G17008908520|G17008908520||||Illinois|Kane County|852000|3982.0|6573.0|0.0|0.0|0.0|0.1185334003013561|0.2554389167807698|||
G1700890852001|||G1700890852001|G1700890852001|G1700890852001|Illinois|Kane County|852001|0.0|0.0|5429.0|2871.0|2803.0|||0.36968134094676736|0.27481713688610243|0.3514092044238316
G1700890852002|||G1700890852002|G1700890852002|G1700890852002|Illinois|Kane County|852002|0.0|0.0|3961.0|4273.0|4662.0|||0.29664226205503663|0.3330212965129885|0.33697983697983697
G1700890852003||||G1700890852003|G1700890852003|Illinois|Kane County|852003|0.0|0.0|0.0|4978.0|5416.0||||0.5526315789473685|0.6187223042836041
G1700890852100|G17008908521|G17008908521|G17008908521|G1700890852100||Illinois|Kane County|852100|1187.0|0.0|3918.0|6837.0|0.0|0.2628475147430497||0.4872383869321082|0.5225976305397104|
G1700890852101|||||G1700890852101|Illinois|Kane County|852101|0.0|0.0|0.0|0.0|4228.0|||||0.6059602649006622
G1700890852102|||||G1700890852102|Illinois|Kane County|852102|0.0|0.0|0.0|0.0|5723.0|||||0.5539052944260003
G1700890852200|G17008908522|G17008908522||||Illinois|Kane County|852200|3876.0|5423.0|0.0|0.0|0.0|0.17027863777089783|0.24580490503411395|||
G1700890852201|||G1700890852201|G1700890852201|G1700890852201|Illinois|Kane County|852201|0.0|0.0|3178.0|3210.0|3555.0|||0.3697293895531781|0.4274143302180685|0.44163150492264414
G1700890852202|||G1700890852202|G1700890852202|G1700890852202|Illinois|Kane County|852202|0.0|0.0|2675.0|3292.0|5801.0|||0.2680373831775701|0.3235115431348724|0.38424409584554386
G1700890852300|G17008908523|G17008908523|G17008908523|G1700890852300|G1700890852300|Illinois|Kane County|852300|1496.0|1182.0|1453.0|1391.0|1506.0|0.08823529411764706|0.20050761421319796|0.28492773571920166|0.3493889288281812|0.5086321381142098
G1700890852400|G17008908524|G17008908524||||Illinois|Kane County|852400|3155.0|6105.0|0.0|0.0|0.0|0.08082408874801902|0.1963963963963964|||
G1700890852401|||G1700890852401|G1700890852401|G1700890852401|Illinois|Kane County|852401|0.0|0.0|3638.0|4921.0|5605.0|||0.3873007146783947|0.5049786628733998|0.4874219446922391
G1700890852402|||G1700890852402|G1700890852402|G1700890852402|Illinois|Kane County|852402|0.0|0.0|1779.0|3491.0|5090.0|||0.32658797077009555|0.5439702091091377|0.5447937131630648
G1700890852403|||G1700890852403|G1700890852403|G1700890852403|Illinois|Kane County|852403|0.0|0.0|3462.0|3605.0|3441.0|||0.15482380127094164|0.2047156726768377|0.25835512932287125
G1700890852500|G17008908525|G17008908525|G17008908525|G1700890852500|G1700890852500|Illinois|Kane County|852500|2250.0|2667.0|3751.0|4517.0|4540.0|0.12088888888888889|0.2215973003374578|0.26952812583311114|0.4150985167146336|0.44052863436123346
G1700890852600|G17008908526|G17008908526|G17008908526|||Illinois|Kane County|852600|3661.0|4990.0|6828.0|0.0|0.0|0.1901119912592188|0.3180360721442886|0.4541593438781488||
G1700890852601||||G1700890852601|G1700890852601|Illinois|Kane County|852601|0.0|0.0|0.0|4942.0|5031.0||||0.5368271954674221|0.5464122440866627
G1700890852602||||G1700890852602||Illinois|Kane County|852602|0.0|0.0|0.0|5478.0|0.0||||0.5313983205549471|
G1700890852606|||||G1700890852606|Illinois|Kane County|852606|0.0|0.0|0.0|0.0|3158.0|||||0.6371120962634579
G1700890852700|G17008908527|G17008908527|G17008908527|G1700890852700|G1700890852700|Illinois|Kane County|852700|2266.0|2940.0|3732.0|4788.0|4981.0|0.10458958517210945|0.22891156462585033|0.27063236870310825|0.3680033416875522|0.4326440473800442
G1700890852800|G17008908528|||||Illinois|Kane County|852800|4737.0|0.0|0.0|0.0|0.0|0.10006333122229259||||
G1700890852801||G1700890852801|G1700890852801|G1700890852801||Illinois|Kane County|852801|0.0|2324.0|3441.0|5073.0|0.0||0.20266781411359724|0.3086312118570183|0.4904395821013207|
G1700890852802||G1700890852802|G1700890852802|G1700890852802||Illinois|Kane County|852802|0.0|4008.0|5665.0|8859.0|0.0||0.20384231536926148|0.34792586054721975|0.42679760695338076|
G1700890852803|||||G1700890852803|Illinois|Kane County|852803|0.0|0.0|0.0|0.0|3006.0|||||0.4244843646041251
G1700890852805|||||G1700890852805|Illinois|Kane County|852805|0.0|0.0|0.0|0.0|3540.0|||||0.47146892655367234
G1700890852806|||||G1700890852806|Illinois|Kane County|852806|0.0|0.0|0.0|0.0|4276.0|||||0.6166978484565014
G1700890852807|||||G1700890852807|Illinois|Kane County|852807|0.0|0.0|0.0|0.0|1991.0|||||0.585635359116022
G1700890852808|||||G1700890852808|Illinois|Kane County|852808|0.0|0.0|0.0|0.0|4613.0|||||0.41057879904617384
G1700890852900|G17008908529|||||Illinois|Kane County|852900|7371.0|0.0|0.0|0.0|0.0|0.08913308913308914||||
G1700890852901||G1700890852901||||Illinois|Kane County|852901|0.0|0.0|0.0|0.0|0.0|||||
G1700890852902||G1700890852902|G1700890852902|G1700890852902||Illinois|Kane County|852902|0.0|3800.0|4699.0|5185.0|0.0||0.09973684210526315|0.1406682272824005|0.17801350048216008|
G1700890852903||G1700890852903|G1700890852903|G1700890852903|G1700890852903|Illinois|Kane County|852903|0.0|1743.0|2004.0|1995.0|4466.0||0.18301778542742397|0.16666666666666666|0.058145363408521306|0.255038065382893
G1700890852904||G1700890852904|G1700890852904|G1700890852904|G1700890852904|Illinois|Kane County|852904|0.0|1031.0|895.0|998.0|1395.0||0.026188166828322017|0.07262569832402235|0.03707414829659319|0.008602150537634409
G1700890852905|||G1700890852905|G1700890852905|G1700890852905|Illinois|Kane County|852905|0.0|0.0|2670.0|2554.0|2915.0|||0.10861423220973783|0.13625685199686766|0.12281303602058319
G1700890852906|||||G1700890852906|Illinois|Kane County|852906|0.0|0.0|0.0|0.0|3175.0|||||0.29543307086614173
G1700890852907|||||G1700890852907|Illinois|Kane County|852907|0.0|0.0|0.0|0.0|3777.0|||||0.12205454064072015
G1700890853000|G17008908530|||||Illinois|Kane County|853000|5808.0|0.0|0.0|0.0|0.0|0.14807162534435261||||
G1700890853001||G1700890853001|G1700890853001|G1700890853001|G1700890853001|Illinois|Kane County|853001|0.0|575.0|614.0|1701.0|1851.0||0.3130434782608696|0.3501628664495114|0.3421516754850088|0.34359805510534847
G1700890853002||G1700890853002|G1700890853002|G1700890853002||Illinois|Kane County|853002|0.0|4317.0|3561.0|4778.0|0.0||0.17373175816539263|0.13760179724796406|0.17141063206362495|
G1700890853003||G1700890853003|G1700890853003|G1700890853003||Illinois|Kane County|853003|0.0|4305.0|4891.0|5424.0|0.0||0.20046457607433218|0.19852790840318954|0.2179203539823009|
G1700890853004|||G1700890853004|G1700890853004|G1700890853004|Illinois|Kane County|853004|0.0|0.0|2030.0|2259.0|2106.0|||0.21674876847290642|0.25719344842850816|0.24643874643874644
G1700890853005|||||G1700890853005|Illinois|Kane County|853005|0.0|0.0|0.0|0.0|3919.0|||||0.17810665986220975
G1700890853006|||||G1700890853006|Illinois|Kane County|853006|0.0|0.0|0.0|0.0|2316.0|||||0.26770293609671847
G1700890853007|||||G1700890853007|Illinois|Kane County|853007|0.0|0.0|0.0|0.0|3819.0|||||0.1885310290652003
G1700890853008|||||G1700890853008|Illinois|Kane County|853008|0.0|0.0|0.0|0.0|2660.0|||||0.15789473684210525
G1700890853100|G17008908531|G17008908531|G17008908531|G1700890853100|G1700890853100|Illinois|Kane County|853100|1980.0|1464.0|1563.0|1699.0|1978.0|0.08131313131313131|0.0942622950819672|0.11516314779270634|0.1718658034137728|0.10667340748230536
G1700890853200|G17008908532|G17008908532|G17008908532|G1700890853200|G1700890853200|Illinois|Kane County|853200|3138.0|2780.0|3141.0|3536.0|4051.0|0.07074569789674952|0.12014388489208633|0.11970709964979306|0.1128393665158371|0.091088620093804
G1700890853300|G17008908533|G17008908533|G17008908533|G1700890853300|G1700890853300|Illinois|Kane County|853300|1814.0|1791.0|1759.0|1933.0|2259.0|0.05567805953693495|0.08542713567839195|0.09152927799886298|0.07966890843248836|0.06728640991589199
G1700890853400|G17008908534|G17008908534|G17008908534|G1700890853400|G1700890853400|Illinois|Kane County|853400|3121.0|3024.0|3420.0|3711.0|5109.0|0.029157321371355335|0.035383597883597885|0.03245614035087719|0.019940716787927783|0.04834605597964377
G1700890853500|G17008908535|G17008908535|G17008908535|G1700890853500|G1700890853500|Illinois|Kane County|853500|1957.0|1936.0|2036.0|2383.0|3033.0|0.0286152273888605|0.040805785123966945|0.04223968565815324|0.024758707511540076|0.017474447741510055
G1700890853600|G17008908536|G17008908536|G17008908536|G1700890853600|G1700890853600|Illinois|Kane County|853600|2545.0|3270.0|3317.0|3867.0|4613.0|0.0487229862475442|0.028440366972477066|0.037081700331624966|0.033100594776312386|0.05181010188597442
G1700890853700|G17008908537|G17008908537|G17008908537|G1700890853700||Illinois|Kane County|853700|238.0|286.0|502.0|564.0|0.0|0.04201680672268908|0.03146853146853147|0.08964143426294821|0.15780141843971632|
G1700890853800|G17008908538|G17008908538|G17008908538|G1700890853800||Illinois|Kane County|853800|1212.0|857.0|957.0|790.0|0.0|0.07838283828382839|0.042007001166861145|0.09508881922675026|0.1240506329113924|
G1700890853900|G17008908539|G17008908539|G17008908539|G1700890853900|G1700890853900|Illinois|Kane County|853900|4280.0|3650.0|3612.0|3676.0|3723.0|0.21845794392523366|0.3693150684931507|0.3419158361018826|0.4295429815016322|0.40504969110932043
G1700890854000|G17008908540|G17008908540||||Illinois|Kane County|854000|4257.0|5469.0|0.0|0.0|0.0|0.1230913789053324|0.16657524227463888|||
G1700890854001|||G1700890854001|G1700890854001|G1700890854001|Illinois|Kane County|854001|0.0|0.0|2460.0|2678.0|3479.0|||0.28252032520325204|0.4021657953696789|0.3834435182523714
G1700890854002|||G1700890854002|G1700890854002|G1700890854002|Illinois|Kane County|854002|0.0|0.0|3298.0|3276.0|3323.0|||0.10733778047301394|0.13553113553113552|0.1173638278663858
G1700890854100|G17008908541|G17008908541|G17008908541|G1700890854100|G1700890854100|Illinois|Kane County|854100|2266.0|1986.0|2125.0|2284.0|2831.0|0.04501323918799647|0.048841893252769386|0.06447058823529411|0.06873905429071804|0.06676086188625928
G1700890854200|G17008908542|G17008908542|G17008908542|G1700890854200|G1700890854200|Illinois|Kane County|854200|2274.0|2152.0|2224.0|2363.0|3175.0|0.08443271767810026|0.137546468401487|0.16366906474820145|0.1379602200592467|0.10866141732283464
G1700890854300|G17008908543|G17008908543|G17008908543|G1700890854300||Illinois|Kane County|854300|4195.0|4195.0|4369.0|4768.0|0.0|0.04600715137067938|0.08963051251489869|0.11993591210803388|0.09836409395973154|
G1700890854301|||||G1700890854301|Illinois|Kane County|854301|0.0|0.0|0.0|0.0|3773.0|||||0.03949112112377418
G1700890854302|||||G1700890854302|Illinois|Kane County|854302|0.0|0.0|0.0|0.0|2673.0|||||0.04601571268237935
G1700890854400|G17008908544|G17008908544|G17008908544|G1700890854400|G1700890854400|Illinois|Kane County|854400|2655.0|3000.0|3275.0|4141.0|8599.0|0.03427495291902072|0.042333333333333334|0.04916030534351145|0.1883602994445786|0.20537271775787883
G1700890854500|G17008908545|G17008908545||||Illinois|Kane County|854500|2718.0|3855.0|0.0|0.0|0.0|0.08241353936718175|0.20907911802853438|||
G1700890854501|||G1700890854501|G1700890854501|G1700890854501|Illinois|Kane County|854501|0.0|0.0|2446.0|3882.0|9183.0|||0.24775143090760426|0.3912931478619268|0.5394751170641403
G1700890854502|||G1700890854502|G1700890854502||Illinois|Kane County|854502|0.0|0.0|3383.0|6353.0|0.0|||0.32101684895063554|0.43475523374783565|
G1700890854503|||||G1700890854503|Illinois|Kane County|854503|0.0|0.0|0.0|0.0|7450.0|||||0.3559731543624161
G1700890854504|||||G1700890854504|Illinois|Kane County|854504|0.0|0.0|0.0|0.0|5242.0|||||0.5358641739793972
G1700890854600|||||G1700890854600|Illinois|Kane County|854600|0.0|0.0|0.0|0.0|1968.0|||||0.18851626016260162
G1700890854696|||G1700890854696|||Illinois|Kane County|854696|0.0|0.0|0.0|0.0|0.0|||||
G1700890854697|||G1700890854697|||Illinois|Kane County|854697|0.0|0.0|0.0|0.0|0.0|||||
G1700890854698|||G1700890854698|||Illinois|Kane County|854698|0.0|0.0|20.0|0.0|0.0|||0.0||
G1700890854700|||||G1700890854700|Illinois|Kane County|854700|0.0|0.0|0.0|0.0|1787.0|||||0.2132064913262451
G1700890854798|||G1700890854798|||Illinois|Kane County|854798|0.0|0.0|0.0|0.0|0.0|||||
G1700890854800|||||G1700890854800|Illinois|Kane County|854800|0.0|0.0|0.0|0.0|4953.0|||||0.6545527962850798
G1700890854900|||||G1700890854900|Illinois|Kane County|854900|0.0|0.0|0.0|0.0|3555.0|||||0.16849507735583685
G1700910010100||G17009100101|G17009100101|G1700910010100|G1700910010100|Illinois|Kankakee County|10100|0.0|1777.0|1889.0|1640.0|1741.0||0.05458638154192459|0.07781895182636316|0.06829268292682927|0.13038483630097644
G1700910010200||G17009100102|G17009100102|G1700910010200||Illinois|Kankakee County|10200|0.0|0.0|3696.0|5683.0|0.0|||0.1176948051948052|0.15643146225585078|
G1700910010201|||||G1700910010201|Illinois|Kankakee County|10201|0.0|0.0|0.0|0.0|1224.0|||||0.15196078431372548
G1700910010202|||||G1700910010202|Illinois|Kankakee County|10202|0.0|0.0|0.0|0.0|6596.0|||||0.20679199514857488
G1700910010300||G17009100103|G17009100103|G1700910010300|G1700910010300|Illinois|Kankakee County|10300|0.0|1968.0|2065.0|2361.0|2643.0||0.07113821138211382|0.05569007263922518|0.09063955950868276|0.12107453651153992
G1700910010400||G17009100104|G17009100104|G1700910010400|G1700910010400|Illinois|Kankakee County|10400|0.0|2242.0|2460.0|2999.0|3454.0||0.09322033898305085|0.11138211382113822|0.18606202067355784|0.18702953097857555
G1700910010500||G17009100105|G17009100105|G1700910010500|G1700910010500|Illinois|Kankakee County|10500|0.0|1490.0|1937.0|3943.0|4481.0||0.2697986577181208|0.31337119256582346|0.3190464113619072|0.3155545637134568
G1700910010600||G17009100106|G17009100106|G1700910010600||Illinois|Kankakee County|10600|0.0|3573.0|4603.0|5593.0|0.0||0.09543800727679821|0.14577449489463393|0.1659216878240658|
G1700910010601|||||G1700910010601|Illinois|Kankakee County|10601|0.0|0.0|0.0|0.0|3350.0|||||0.2725373134328358
G1700910010602|||||G1700910010602|Illinois|Kankakee County|10602|0.0|0.0|0.0|0.0|3584.0|||||0.22154017857142858
G1700910010700||G17009100107|G17009100107|G1700910010700||Illinois|Kankakee County|10700|0.0|2958.0|3386.0|5685.0|0.0||0.06592292089249494|0.07117542823390431|0.13034300791556727|
G1700910010701|||||G1700910010701|Illinois|Kankakee County|10701|0.0|0.0|0.0|0.0|2855.0|||||0.2788091068301226
G1700910010702|||||G1700910010702|Illinois|Kankakee County|10702|0.0|0.0|0.0|0.0|4743.0|||||0.15412186379928317
G1700910010800||G17009100108|G17009100108|G1700910010800|G1700910010800|Illinois|Kankakee County|10800|0.0|0.0|2484.0|2623.0|2640.0|||0.07608695652173914|0.10751048417842166|0.12462121212121212
G1700910010900||G17009100109|G17009100109|G1700910010900|G1700910010900|Illinois|Kankakee County|10900|0.0|0.0|2173.0|2913.0|3127.0|||0.05936493327197423|0.0854788877445932|0.08730412535976975
G1700910011000||G17009100110|G17009100110|G1700910011000|G1700910011000|Illinois|Kankakee County|11000|0.0|0.0|1943.0|1554.0|1443.0|||0.018528049408131755|0.04954954954954955|0.06583506583506583
G1700910011100||G17009100111|G17009100111|G1700910011100|G1700910011100|Illinois|Kankakee County|11100|0.0|1421.0|1314.0|1269.0|1406.0||0.05629838142153413|0.0715372907153729|0.11032308904649331|0.06756756756756757
G1700910011200||G17009100112|G17009100112|G1700910011200|G1700910011200|Illinois|Kankakee County|11200|0.0|1149.0|1315.0|1646.0|1635.0||0.14360313315926893|0.18859315589353612|0.20716889428918592|0.21284403669724772
G1700910011300||G17009100113|G17009100113|G1700910011300|G1700910011300|Illinois|Kankakee County|11300|0.0|1680.0|1688.0|1781.0|1710.0||0.19226190476190477|0.16054502369668247|0.17911285794497472|0.24210526315789474
G1700910011400||G17009100114|G17009100114|G1700910011400|G1700910011400|Illinois|Kankakee County|11400|0.0|1234.0|1108.0|962.0|1058.0||0.07455429497568881|0.08393501805054152|0.0498960498960499|0.10207939508506617
G1700910011500||G17009100115|G17009100115|G1700910011500|G1700910011500|Illinois|Kankakee County|11500|0.0|0.0|1398.0|1283.0|1184.0|||0.05078683834048641|0.03351519875292284|0.09712837837837837
G1700910011600||G17009100116|G17009100116|G1700910011600|G1700910011600|Illinois|Kankakee County|11600|0.0|0.0|1296.0|1206.0|872.0|||0.029320987654320986|0.07048092868988391|0.04128440366972477
G1700910011700||G17009100117|G17009100117|G1700910011700|G1700910011700|Illinois|Kankakee County|11700|0.0|2300.0|2235.0|2267.0|2137.0||0.09391304347826086|0.10201342281879194|0.11733568592853992|0.0772110435189518
G1700910011800||G17009100118|G17009100118|G1700910011800|G1700910011800|Illinois|Kankakee County|11800|0.0|1980.0|1909.0|1862.0|1821.0||0.08282828282828283|0.09009952854897853|0.09505907626208378|0.10543657331136738
