NHGISCODE|GJOIN1970|GJOIN1980|GJOIN1990|GJOIN2000|GJOIN2012|STATE|COUNTY|TRACTA|Total_1970|Total_1980|Total_1990|Total_2000|Total_2010|High_Attainment_1970|High_Attainment_1980|High_Attainment_1990|High_Attainment_2000|High_Attainment_2010
G1700310190402|||||G1700310190402|Illinois|Cook County|190402|0.0|0.0|0.0|0.0|3023.0|||||0.17300694674164738
G1700310190500|G17003101905|G17003101905|G17003101905|G1700310190500||Illinois|Cook County|190500|1181.0|1229.0|1359.0|1653.0|0.0|0.060118543607112614|0.05695687550854353|0.13760117733627666|0.15063520871143377|
G1700310190600|G17003101906|G17003101906|G17003101906|G1700310190600||Illinois|Cook County|190600|4544.0|4662.0|4633.0|5549.0|0.0|0.040272887323943664|0.06263406263406264|0.0982085042089359|0.08830419895476663|
G1700310190601|||||G1700310190601|Illinois|Cook County|190601|0.0|0.0|0.0|0.0|2808.0|||||0.0811965811965812
G1700310190602|||||G1700310190602|Illinois|Cook County|190602|0.0|0.0|0.0|0.0|3228.0|||||0.13940520446096655
G1700310190700|G17003101907|G17003101907|G17003101907|G1700310190700||Illinois|Cook County|190700|3554.0|3549.0|3724.0|4576.0|0.0|0.024760832864378166|0.055226824457593686|0.0985499462943072|0.09659090909090909|
G1700310190701|||||G1700310190701|Illinois|Cook County|190701|0.0|0.0|0.0|0.0|1844.0|||||0.1193058568329718
G1700310190702|||||G1700310190702|Illinois|Cook County|190702|0.0|0.0|0.0|0.0|2757.0|||||0.06891548784911135
G1700310190800|G17003101908|G17003101908|G17003101908|G1700310190800|G1700310190800|Illinois|Cook County|190800|3252.0|3163.0|3333.0|3886.0|3834.0|0.03782287822878229|0.09200126462219411|0.10291029102910292|0.09006690684508492|0.13197704747000522
G1700310190900|G17003101909|G17003101909|G17003101909|G1700310190900|G1700310190900|Illinois|Cook County|190900|1059.0|996.0|1036.0|1264.0|1383.0|0.025495750708215296|0.06827309236947791|0.16216216216216217|0.1495253164556962|0.14244396240057844
G1700310191000|G17003101910|G17003101910|G17003101910|G1700310191000|G1700310191000|Illinois|Cook County|191000|1082.0|1015.0|1055.0|1208.0|1551.0|0.01756007393715342|0.06699507389162561|0.04170616113744076|0.0802980132450331|0.041908446163765316
G1700310191100|G17003101911|G17003101911|G17003101911|G1700310191100|G1700310191100|Illinois|Cook County|191100|3472.0|3140.0|3427.0|4015.0|3859.0|0.03024193548387097|0.06496815286624204|0.04668806536329151|0.0722291407222914|0.08447784400103654
G1700310191200|G17003101912|G17003101912|G17003101912|G1700310191200|G1700310191200|Illinois|Cook County|191200|1621.0|1570.0|1677.0|1966.0|1961.0|0.04688463911165947|0.061146496815286625|0.04710793082886106|0.08087487283825025|0.051504334523202445
G1700310191300|G17003101913|G17003101913|G17003101913|G1700310191300||Illinois|Cook County|191300|4829.0|4367.0|4673.0|5764.0|0.0|0.03541105819010147|0.048774902679184794|0.09886582495185106|0.08119361554476058|
G1700310191301|||||G1700310191301|Illinois|Cook County|191301|0.0|0.0|0.0|0.0|3456.0|||||0.06163194444444445
G1700310191302|||||G1700310191302|Illinois|Cook County|191302|0.0|0.0|0.0|0.0|2206.0|||||0.04941069809610154
G1700310191400|G17003101914|G17003101914|G17003101914|G1700310191400||Illinois|Cook County|191400|490.0|509.0|520.0|605.0|0.0|0.01020408163265306|0.11591355599214145|0.17692307692307693|0.08099173553719008|
G1700310200100|G17003102001|G17003102001|G17003102001|G1700310200100|G1700310200100|Illinois|Cook County|200100|2338.0|2315.0|2388.0|2605.0|2688.0|0.037639007698887936|0.11187904967602592|0.16038525963149078|0.14625719769673703|0.07254464285714286
G1700310200200|G17003102002|G17003102002|G17003102002|G1700310200200|G1700310200200|Illinois|Cook County|200200|2691.0|2642.0|3014.0|3124.0|3371.0|0.05351170568561873|0.08289174867524603|0.10252156602521566|0.08450704225352113|0.07742509641056067
G1700310200300|G17003102003|G17003102003|G17003102003|G1700310200300|G1700310200300|Illinois|Cook County|200300|950.0|890.0|1051.0|1327.0|1084.0|0.031578947368421054|0.0348314606741573|0.048525214081826834|0.04747550866616428|0.07749077490774908
G1700310200400|G17003102004|G17003102004|G17003102004|G1700310200400||Illinois|Cook County|200400|3933.0|3567.0|4247.0|4591.0|0.0|0.02822273073989321|0.054948135688253436|0.052978573110430895|0.0795033761707689|
G1700310200401|||||G1700310200401|Illinois|Cook County|200401|0.0|0.0|0.0|0.0|2341.0|||||0.060657838530542504
G1700310200402|||||G1700310200402|Illinois|Cook County|200402|0.0|0.0|0.0|0.0|2328.0|||||0.12285223367697594
G1700310200500|G17003102005|G17003102005|G17003102005|G1700310200500||Illinois|Cook County|200500|2001.0|1933.0|2011.0|2248.0|0.0|0.010994502748625687|0.09260217278841179|0.04624564893088016|0.03914590747330961|
G1700310200600|G17003102006|G17003102006|G17003102006|G1700310200600||Illinois|Cook County|200600|444.0|401.0|312.0|450.0|0.0|0.01126126126126126|0.04987531172069826|0.05128205128205128|0.0|
G1700310210100|G17003102101|G17003102101|G17003102101|G1700310210100|G1700310210100|Illinois|Cook County|210100|2124.0|1777.0|2094.0|2329.0|2961.0|0.029661016949152543|0.07371975239167136|0.12177650429799428|0.15500214684413913|0.2701789935832489
G1700310210200|G17003102102|G17003102102|G17003102102|G1700310210200||Illinois|Cook County|210200|672.0|726.0|691.0|595.0|0.0|0.010416666666666666|0.06887052341597796|0.13024602026049203|0.15126050420168066|
G1700310210300|G17003102103|G17003102103|G17003102103|G1700310210300||Illinois|Cook County|210300|3743.0|3583.0|3977.0|4419.0|0.0|0.05183008282126637|0.07619313424504605|0.132763389489565|0.17651052274270196|
G1700310210400|G17003102104|G17003102104|G17003102104|G1700310210400|G1700310210400|Illinois|Cook County|210400|1440.0|1508.0|1504.0|1760.0|1901.0|0.052083333333333336|0.05371352785145889|0.11901595744680851|0.10454545454545454|0.20094687006838505
G1700310210500|G17003102105|G17003102105|G17003102105|G1700310210500||Illinois|Cook County|210500|4442.0|4482.0|5691.0|5833.0|0.0|0.02769022962629446|0.07429718875502007|0.09804955192409066|0.0726898679924567|
G1700310210501|||||G1700310210501|Illinois|Cook County|210501|0.0|0.0|0.0|0.0|2816.0|||||0.16725852272727273
G1700310210502|||||G1700310210502|Illinois|Cook County|210502|0.0|0.0|0.0|0.0|3159.0|||||0.08072174738841406
G1700310210600|G17003102106|G17003102106|G17003102106|G1700310210600||Illinois|Cook County|210600|4284.0|4481.0|4590.0|5222.0|0.0|0.02707749766573296|0.08324034813657666|0.11481481481481481|0.11662198391420911|
G1700310210601|||||G1700310210601|Illinois|Cook County|210601|0.0|0.0|0.0|0.0|2348.0|||||0.1563032367972743
G1700310210602|||||G1700310210602|Illinois|Cook County|210602|0.0|0.0|0.0|0.0|2744.0|||||0.18330903790087463
G1700310210700|G17003102107|G17003102107|G17003102107|G1700310210700|G1700310210700|Illinois|Cook County|210700|2665.0|2640.0|2801.0|2921.0|3306.0|0.02851782363977486|0.10871212121212122|0.14280614066404856|0.1280383430332078|0.29945553539019965
G1700310210800|G17003102108|G17003102108|G17003102108|G1700310210800|G1700310210800|Illinois|Cook County|210800|725.0|642.0|723.0|805.0|763.0|0.06482758620689655|0.04361370716510903|0.08575380359612725|0.14161490683229813|0.23722149410222804
G1700310210900|G17003102109|G17003102109|G17003102109|G1700310210900|G1700310210900|Illinois|Cook County|210900|1873.0|1790.0|1711.0|2000.0|2282.0|0.021356113187399894|0.06480446927374302|0.10520163646990065|0.1375|0.30718667835232255
G1700310220100|G17003102201|G17003102201|G17003102201|G1700310220100||Illinois|Cook County|220100|403.0|298.0|437.0|494.0|0.0|0.02729528535980149|0.0|0.12814645308924486|0.3684210526315789|
G1700310220200|G17003102202|G17003102202|G17003102202|G1700310220200||Illinois|Cook County|220200|1168.0|1177.0|1156.0|1191.0|0.0|0.023972602739726026|0.06796941376380629|0.16089965397923875|0.26028547439126787|
G1700310220300|G17003102203|G17003102203|G17003102203|G1700310220300|G1700310220300|Illinois|Cook County|220300|1721.0|1648.0|1547.0|1503.0|1766.0|0.07669959325973272|0.13470873786407767|0.17259211376858435|0.32801064537591484|0.6053227633069083
G1700310220400|G17003102204|G17003102204|G17003102204|G1700310220400|G1700310220400|Illinois|Cook County|220400|2067.0|2042.0|1920.0|1942.0|1974.0|0.06289308176100629|0.11655239960822723|0.2869791666666667|0.3486096807415036|0.5612968591691996
G1700310220500|G17003102205|G17003102205|G17003102205|G1700310220500|G1700310220500|Illinois|Cook County|220500|2276.0|2199.0|2186.0|1870.0|2099.0|0.050966608084358524|0.11641655297862664|0.19579139981701738|0.36417112299465243|0.5383515959980943
G1700310220600|G17003102206|G17003102206|G17003102206|G1700310220600||Illinois|Cook County|220600|5436.0|5510.0|5052.0|5098.0|0.0|0.05923473142016188|0.10399274047186932|0.16191607284243864|0.2338171832091016|
G1700310220601|||||G1700310220601|Illinois|Cook County|220601|0.0|0.0|0.0|0.0|1057.0|||||0.3273415326395459
G1700310220602|||||G1700310220602|Illinois|Cook County|220602|0.0|0.0|0.0|0.0|3313.0|||||0.5408994868699064
G1700310220700|G17003102207|G17003102207|G17003102207|G1700310220700||Illinois|Cook County|220700|4475.0|4588.0|4561.0|4953.0|0.0|0.03776536312849162|0.07802964254577158|0.11576408682306512|0.10942862911366848|
G1700310220701|||||G1700310220701|Illinois|Cook County|220701|0.0|0.0|0.0|0.0|2379.0|||||0.16477511559478772
G1700310220702|||||G1700310220702|Illinois|Cook County|220702|0.0|0.0|0.0|0.0|2606.0|||||0.25019186492709133
G1700310220800|G17003102208|G17003102208|G17003102208|G1700310220800||Illinois|Cook County|220800|29.0|40.0|20.0|52.0|0.0|0.0|0.0|0.0|0.4807692307692308|
G1700310220900|G17003102209|G17003102209|G17003102209|G1700310220900||Illinois|Cook County|220900|3552.0|3515.0|3741.0|4140.0|0.0|0.043637387387387386|0.058036984352773824|0.04116546377973804|0.07318840579710145|
G1700310220901|||||G1700310220901|Illinois|Cook County|220901|0.0|0.0|0.0|0.0|1975.0|||||0.1529113924050633
G1700310220902|||||G1700310220902|Illinois|Cook County|220902|0.0|0.0|0.0|0.0|1819.0|||||0.14733369983507422
G1700310221000|G17003102210|G17003102210|G17003102210|G1700310221000|G1700310221000|Illinois|Cook County|221000|1820.0|1567.0|1797.0|1847.0|1818.0|0.014285714285714285|0.02744097000638162|0.0333889816360601|0.07471575527883054|0.19856985698569857
G1700310221100|G17003102211|G17003102211|G17003102211|G1700310221100|G1700310221100|Illinois|Cook County|221100|3342.0|3134.0|3143.0|3302.0|3417.0|0.040694195092758824|0.07402680280791321|0.10372255806554248|0.1789824348879467|0.3321627158326017
G1700310221200|G17003102212|G17003102212|G17003102212|G1700310221200|G1700310221200|Illinois|Cook County|221200|2124.0|1674.0|1923.0|1913.0|1721.0|0.051789077212806026|0.04360812425328554|0.12740509620384816|0.1934134866701516|0.4503195816385822
G1700310221300|G17003102213|G17003102213|G17003102213|G1700310221300|G1700310221300|Illinois|Cook County|221300|2347.0|2224.0|2194.0|2194.0|1988.0|0.04601619088197699|0.055305755395683456|0.1244302643573382|0.13764813126709208|0.43309859154929575
G1700310221400|G17003102214|G17003102214|G17003102214|G1700310221400|G1700310221400|Illinois|Cook County|221400|1810.0|1561.0|1702.0|1950.0|1977.0|0.022099447513812154|0.033952594490711085|0.052878965922444184|0.17897435897435898|0.3090541224076884
G1700310221500|G17003102215|G17003102215|G17003102215|G1700310221500|G1700310221500|Illinois|Cook County|221500|1926.0|1734.0|2226.0|2344.0|2169.0|0.018172377985462097|0.06170703575547866|0.08580413297394429|0.26578498293515357|0.3065928999538958
G1700310221600|G17003102216|G17003102216|G17003102216|G1700310221600|G1700310221600|Illinois|Cook County|221600|2493.0|2171.0|2229.0|2254.0|2064.0|0.02125952667468913|0.08291110087517273|0.16823687752355315|0.5093167701863354|0.689437984496124
G1700310221700|G17003102217|G17003102217|G17003102217|G1700310221700||Illinois|Cook County|221700|2103.0|1768.0|1677.0|1805.0|0.0|0.0461245839277223|0.07635746606334842|0.1872391174716756|0.5628808864265928|
G1700310221800|G17003102218|G17003102218|G17003102218|G1700310221800||Illinois|Cook County|221800|981.0|756.0|766.0|891.0|0.0|0.03058103975535168|0.04497354497354497|0.09399477806788512|0.5028058361391695|
G1700310221900|G17003102219|G17003102219|G17003102219|G1700310221900||Illinois|Cook County|221900|516.0|398.0|349.0|425.0|0.0|0.013565891472868217|0.05025125628140704|0.16332378223495703|0.4047058823529412|
G1700310222000|G17003102220|G17003102220|G17003102220|G1700310222000||Illinois|Cook County|222000|1089.0|922.0|1000.0|1153.0|0.0|0.021120293847566574|0.02386117136659436|0.246|0.6261925411968777|
G1700310222100|G17003102221|G17003102221|G17003102221|G1700310222100||Illinois|Cook County|222100|628.0|495.0|486.0|575.0|0.0|0.06847133757961783|0.028282828282828285|0.205761316872428|0.4973913043478261|
G1700310222200|G17003102222|G17003102222|G17003102222|G1700310222200|G1700310222200|Illinois|Cook County|222200|1409.0|1241.0|1208.0|1257.0|1472.0|0.0191625266146203|0.0427074939564867|0.19619205298013245|0.4478918058870326|0.8756793478260869
G1700310222300|G17003102223|G17003102223|G17003102223|G1700310222300||Illinois|Cook County|222300|671.0|525.0|628.0|711.0|0.0|0.005961251862891207|0.0|0.03662420382165605|0.21940928270042195|
G1700310222400|G17003102224|G17003102224|G17003102224|G1700310222400||Illinois|Cook County|222400|1146.0|999.0|938.0|1081.0|0.0|0.016579406631762654|0.06006006006006006|0.060767590618336885|0.12210915818686402|
G1700310222500|G17003102225|G17003102225|G17003102225|G1700310222500|G1700310222500|Illinois|Cook County|222500|1046.0|832.0|854.0|998.0|922.0|0.02676864244741874|0.037259615384615384|0.03864168618266979|0.1092184368737475|0.25488069414316705
G1700310222600|G17003102226|G17003102226|G17003102226|G1700310222600|G1700310222600|Illinois|Cook County|222600|1267.0|1277.0|769.0|1084.0|1094.0|0.04025256511444357|0.04150352388410337|0.053315994798439535|0.13007380073800737|0.3446069469835466
G1700310222700|G17003102227|G17003102227|G17003102227|G1700310222700|G1700310222700|Illinois|Cook County|222700|1332.0|965.0|1163.0|1164.0|1575.0|0.021021021021021023|0.007253886010362694|0.02235597592433362|0.13058419243986255|0.15428571428571428
G1700310222800|G17003102228|G17003102228|G17003102228|G1700310222800|G1700310222800|Illinois|Cook County|222800|570.0|410.0|356.0|585.0|619.0|0.007017543859649123|0.03902439024390244|0.042134831460674156|0.0547008547008547|0.27948303715670436
G1700310222900|G17003102229|G17003102229|G17003102229|G1700310222900|G1700310222900|Illinois|Cook County|222900|639.0|608.0|651.0|780.0|826.0|0.025039123630672927|0.09375|0.05837173579109063|0.017948717948717947|0.1162227602905569
G1700310230100|G17003102301|G17003102301|G17003102301|G1700310230100|G1700310230100|Illinois|Cook County|230100|1389.0|869.0|1112.0|970.0|1048.0|0.02663786897048236|0.03567318757192175|0.022482014388489208|0.050515463917525774|0.25190839694656486
G1700310230200|G17003102302|G17003102302|G17003102302|G1700310230200|G1700310230200|Illinois|Cook County|230200|1316.0|1074.0|971.0|1266.0|1043.0|0.020516717325227963|0.04003724394785847|0.017507723995880537|0.029225908372827805|0.20517737296260785
G1700310230300|G17003102303|G17003102303|G17003102303|G1700310230300|G1700310230300|Illinois|Cook County|230300|689.0|637.0|507.0|541.0|590.0|0.0|0.018838304552590265|0.009861932938856016|0.0166358595194085|0.05254237288135593
G1700310230400|G17003102304|G17003102304|G17003102304|G1700310230400|G1700310230400|Illinois|Cook County|230400|1317.0|1344.0|1251.0|1480.0|1623.0|0.012908124525436599|0.036458333333333336|0.06235011990407674|0.056081081081081084|0.04251386321626617
G1700310230500|G17003102305|G17003102305|G17003102305|G1700310230500|G1700310230500|Illinois|Cook County|230500|951.0|1559.0|1997.0|2133.0|1798.0|0.024185068349106203|0.0327132777421424|0.04556835252879319|0.0736052508204407|0.020022246941045607
G1700310230600|G17003102306|G17003102306|G17003102306|G1700310230600|G1700310230600|Illinois|Cook County|230600|4801.0|3932.0|4108.0|3638.0|4419.0|0.03020204124140804|0.04755849440488301|0.04990262901655307|0.0365585486531061|0.08983933016519574
G1700310230700|G17003102307|G17003102307|G17003102307|G1700310230700|G1700310230700|Illinois|Cook County|230700|3391.0|3355.0|3352.0|3670.0|3077.0|0.04629902683574167|0.07123695976154992|0.043257756563245826|0.035422343324250684|0.0880727981800455
G1700310230800|G17003102308|G17003102308|G17003102308|G1700310230800|G1700310230800|Illinois|Cook County|230800|747.0|647.0|766.0|882.0|730.0|0.0|0.06027820710973725|0.08746736292428199|0.032879818594104306|0.27671232876712326
G1700310230900|G17003102309|G17003102309|G17003102309|G1700310230900|G1700310230900|Illinois|Cook County|230900|3998.0|3138.0|3114.0|3329.0|3247.0|0.03226613306653327|0.03919694072657744|0.03564547206165703|0.05707419645539201|0.24946104096088698
G1700310231000|G17003102310|G17003102310|G17003102310|G1700310231000||Illinois|Cook County|231000|2133.0|1757.0|1691.0|1618.0|0.0|0.06094702297233943|0.09220261809903244|0.05381431105854524|0.07478368355995056|
G1700310231100|G17003102311|G17003102311|G17003102311|G1700310231100|G1700310231100|Illinois|Cook County|231100|925.0|810.0|722.0|767.0|778.0|0.04972972972972973|0.01728395061728395|0.0|0.04432855280312908|0.07069408740359898
G1700310231200|G17003102312|G17003102312|G17003102312|G1700310231200|G1700310231200|Illinois|Cook County|231200|4570.0|4039.0|3723.0|3785.0|3355.0|0.024288840262582056|0.033919286952215896|0.021488047273704004|0.071334214002642|0.07660208643815201
G1700310231300|G17003102313|G17003102313|G17003102313|G1700310231300||Illinois|Cook County|231300|3795.0|3978.0|4020.0|3871.0|0.0|0.025823451910408433|0.1151332327802916|0.04800995024875622|0.05063291139240506|
G1700310231400||G17003102314|G17003102314|G1700310231400||Illinois|Cook County|231400|0.0|0.0|0.0|0.0|0.0|||||
G1700310231500|G17003102315|G17003102315|G17003102315|G1700310231500|G1700310231500|Illinois|Cook County|231500|5545.0|4647.0|4592.0|3834.0|3156.0|0.013345356176735799|0.019152141166343877|0.03440766550522648|0.051382368283776736|0.048162230671736375
G1700310231600|G17003102316|G17003102316|G17003102316|G1700310231600||Illinois|Cook County|231600|1372.0|1167.0|977.0|992.0|0.0|0.03134110787172012|0.0|0.04503582395087001|0.07459677419354839|
G1700310231700|G17003102317|G17003102317|G17003102317|G1700310231700||Illinois|Cook County|231700|716.0|665.0|493.0|437.0|0.0|0.004189944134078212|0.0|0.0|0.08237986270022883|
G1700310231800|G17003102318|G17003102318|G17003102318|G1700310231800||Illinois|Cook County|231800|53.0|142.0|166.0|184.0|0.0|0.0|0.0|0.030120481927710843|0.06521739130434782|
G1700310240100|G17003102401|G17003102401|G17003102401|G1700310240100||Illinois|Cook County|240100|253.0|145.0|76.0|102.0|0.0|0.09090909090909091|0.04827586206896552|0.0|0.19607843137254902|
G1700310240200|G17003102402|G17003102402|G17003102402|G1700310240200|G1700310240200|Illinois|Cook County|240200|904.0|682.0|885.0|1176.0|1252.0|0.034292035398230086|0.0689149560117302|0.10621468926553672|0.532312925170068|0.6813099041533547
G1700310240300|G17003102403|G17003102403|G17003102403|G1700310240300|G1700310240300|Illinois|Cook County|240300|1085.0|950.0|824.0|911.0|964.0|0.030414746543778803|0.02736842105263158|0.27184466019417475|0.6114160263446762|0.8101659751037344
G1700310240400|G17003102404|G17003102404|G17003102404|G1700310240400||Illinois|Cook County|240400|292.0|236.0|239.0|637.0|0.0|0.0136986301369863|0.025423728813559324|0.200836820083682|0.7723704866562009|
G1700310240500|G17003102405|G17003102405|G17003102405|G1700310240500|G1700310240500|Illinois|Cook County|240500|920.0|701.0|608.0|1204.0|1733.0|0.008695652173913044|0.07703281027104136|0.2894736842105263|0.7682724252491694|0.8869013271783035
G1700310240600|G17003102406|G17003102406|G17003102406|G1700310240600|G1700310240600|Illinois|Cook County|240600|843.0|634.0|767.0|810.0|874.0|0.014234875444839857|0.028391167192429023|0.009126466753585397|0.11358024691358025|0.7654462242562929
G1700310240700|G17003102407|G17003102407|G17003102407|G1700310240700|G1700310240700|Illinois|Cook County|240700|1039.0|768.0|888.0|954.0|1192.0|0.02791145332050048|0.010416666666666666|0.02927927927927928|0.10377358490566038|0.37919463087248323
G1700310240800|G17003102408|G17003102408|G17003102408|G1700310240800|G1700310240800|Illinois|Cook County|240800|1376.0|944.0|1017.0|1207.0|1053.0|0.01308139534883721|0.037076271186440676|0.08849557522123894|0.11516155758077878|0.288698955365622
G1700310240900|G17003102409|G17003102409|G17003102409|G1700310240900|G1700310240900|Illinois|Cook County|240900|1788.0|1051.0|613.0|604.0|713.0|0.07046979865771812|0.10371075166508087|0.03262642740619902|0.19701986754966888|0.37166900420757365
G1700310241000|G17003102410|G17003102410|G17003102410|G1700310241000|G1700310241000|Illinois|Cook County|241000|1888.0|1204.0|1224.0|1613.0|1407.0|0.00847457627118644|0.02574750830564784|0.056372549019607844|0.11655300681959083|0.27078891257995735
G1700310241100|G17003102411|G17003102411|G17003102411|G1700310241100|G1700310241100|Illinois|Cook County|241100|2970.0|2019.0|2058.0|2315.0|2675.0|0.02457912457912458|0.01981178801386825|0.04178814382896016|0.16760259179265657|0.40523364485981306
G1700310241200|G17003102412|G17003102412|G17003102412|G1700310241200|G1700310241200|Illinois|Cook County|241200|2216.0|1114.0|995.0|1134.0|1362.0|0.023014440433212997|0.144524236983842|0.18391959798994975|0.3783068783068783|0.5939794419970631
G1700310241300|G17003102413|G17003102413|G17003102413|G1700310241300|G1700310241300|Illinois|Cook County|241300|1729.0|1152.0|858.0|1388.0|1433.0|0.025448235974551765|0.1875|0.20512820512820512|0.5770893371757925|0.7508722958827634
G1700310241400|G17003102414|G17003102414|G17003102414|G1700310241400|G1700310241400|Illinois|Cook County|241400|3519.0|2250.0|2468.0|3065.0|3681.0|0.01847115657857346|0.06|0.19489465153970825|0.5272430668841762|0.7620211898940505
G1700310241500|G17003102415|G17003102415|G17003102415|G1700310241500|G1700310241500|Illinois|Cook County|241500|2207.0|1931.0|1777.0|2072.0|2307.0|0.004984141368373357|0.02641118591403418|0.16319639842431063|0.4338803088803089|0.7641959254442999
G1700310241600|G17003102416|G17003102416|G17003102416|G1700310241600|G1700310241600|Illinois|Cook County|241600|2598.0|2271.0|2160.0|2486.0|2638.0|0.02155504234026174|0.0607661822985469|0.06712962962962964|0.29927594529364443|0.7255496588324488
G1700310241700|G17003102417|G17003102417|G17003102417|G1700310241700||Illinois|Cook County|241700|264.0|224.0|113.0|230.0|0.0|0.01893939393939394|0.10714285714285714|0.05309734513274336|0.34782608695652173|
G1700310241800|G17003102418|G17003102418|G17003102418|G1700310241800||Illinois|Cook County|241800|483.0|330.0|137.0|511.0|0.0|0.041407867494824016|0.1|0.6058394160583942|0.487279843444227|
G1700310241900|G17003102419|G17003102419|G17003102419|G1700310241900||Illinois|Cook County|241900|675.0|661.0|585.0|661.0|0.0|0.054814814814814816|0.03328290468986384|0.05811965811965812|0.1951588502269289|
G1700310242000|G17003102420|G17003102420|G17003102420|G1700310242000|G1700310242000|Illinois|Cook County|242000|2940.0|2608.0|2621.0|3167.0|3448.0|0.02142857142857143|0.049079754601226995|0.06333460511255246|0.24186927691821913|0.48462877030162416
G1700310242100|G17003102421|G17003102421|G17003102421|G1700310242100|G1700310242100|Illinois|Cook County|242100|2852.0|2134.0|2392.0|2492.0|2767.0|0.02279102384291725|0.03280224929709466|0.0898829431438127|0.3130016051364366|0.7567762920130104
G1700310242200|G17003102422|G17003102422|G17003102422|G1700310242200|G1700310242200|Illinois|Cook County|242200|2796.0|2513.0|2354.0|2367.0|2858.0|0.012160228898426323|0.09351372861122165|0.21197960917587086|0.47655259822560203|0.7470258922323303
G1700310242300|G17003102423|G17003102423|G17003102423|G1700310242300|G1700310242300|Illinois|Cook County|242300|2854.0|2542.0|2339.0|2453.0|2897.0|0.07813594954449894|0.15066876475216365|0.2364258230012826|0.47207501019160214|0.6983085950983776
G1700310242400|G17003102424|G17003102424|G17003102424|G1700310242400|G1700310242400|Illinois|Cook County|242400|2867.0|2616.0|2515.0|2577.0|2434.0|0.14265783048482736|0.22515290519877676|0.28469184890656063|0.509895227008149|0.6216105176663927
G1700310242500|G17003102425|G17003102425|G17003102425|G1700310242500|G1700310242500|Illinois|Cook County|242500|2539.0|2170.0|2308.0|2214.0|2733.0|0.04135486411973218|0.06359447004608294|0.08622183708838821|0.23848238482384823|0.32455177460665935
G1700310242600|G17003102426|G17003102426|G17003102426|G1700310242600|G1700310242600|Illinois|Cook County|242600|4805.0|3361.0|3484.0|3997.0|3742.0|0.021644120707596255|0.02975304968759298|0.062284730195177954|0.18689016762571928|0.4401389631213255
G1700310242700|G17003102427|G17003102427|G17003102427|G1700310242700|G1700310242700|Illinois|Cook County|242700|1378.0|1193.0|1159.0|1210.0|1123.0|0.04716981132075472|0.04945515507124895|0.006902502157031924|0.1024793388429752|0.2983081032947462
G1700310242800|G17003102428|G17003102428|G17003102428|G1700310242800|G1700310242800|Illinois|Cook County|242800|1147.0|1026.0|1041.0|1062.0|1149.0|0.037489102005231034|0.043859649122807015|0.10566762728146013|0.3229755178907721|0.5274151436031331
G1700310242900|G17003102429|G17003102429|G17003102429|G1700310242900|G1700310242900|Illinois|Cook County|242900|1475.0|1191.0|1175.0|1418.0|1544.0|0.062372881355932205|0.051217464315701094|0.04|0.4118476727785614|0.6696891191709845
G1700310243000|G17003102430|G17003102430|G17003102430|G1700310243000|G1700310243000|Illinois|Cook County|243000|1809.0|1567.0|1460.0|1613.0|1685.0|0.02045328911000553|0.012125079770261647|0.04178082191780822|0.3087414755114693|0.5020771513353116
G1700310243100|G17003102431|G17003102431|G17003102431|G1700310243100|G1700310243100|Illinois|Cook County|243100|1723.0|1545.0|1495.0|1737.0|1744.0|0.023215322112594312|0.03365695792880259|0.06020066889632107|0.2095567069660334|0.4380733944954128
G1700310243200|G17003102432|G17003102432|G17003102432|G1700310243200|G1700310243200|Illinois|Cook County|243200|1674.0|1262.0|1491.0|1498.0|1519.0|0.027479091995221028|0.0|0.031522468142186455|0.27169559412550065|0.5931533903884134
G1700310243300|G17003102433|G17003102433|G17003102433|G1700310243300|G1700310243300|Illinois|Cook County|243300|2058.0|1650.0|1507.0|1884.0|1677.0|0.0184645286686103|0.05515151515151515|0.07166556071665561|0.346072186836518|0.6058437686344663
G1700310243400|G17003102434|G17003102434|G17003102434|G1700310243400|G1700310243400|Illinois|Cook County|243400|2044.0|1607.0|1657.0|2265.0|2573.0|0.026418786692759294|0.03235843186060983|0.07302353651176825|0.31169977924944814|0.500971628449281
G1700310243500|G17003102435|G17003102435|G17003102435|G1700310243500|G1700310243500|Illinois|Cook County|243500|1017.0|993.0|1058.0|1629.0|2428.0|0.014749262536873156|0.06143001007049345|0.28733459357277885|0.5211786372007366|0.7413509060955519
G1700310243600|G17003102436|G17003102436|G17003102436|G1700310243600||Illinois|Cook County|243600|324.0|234.0|263.0|288.0|0.0|0.024691358024691357|0.14957264957264957|0.12927756653992395|0.84375|
G1700310250100|G17003102501|G17003102501|G17003102501|G1700310250100||Illinois|Cook County|250100|257.0|216.0|261.0|184.0|0.0|0.0|0.046296296296296294|0.0|0.03260869565217391|
G1700310250200|G17003102502|G17003102502|G17003102502|G1700310250200|G1700310250200|Illinois|Cook County|250200|1633.0|1586.0|1586.0|1813.0|1484.0|0.02020820575627679|0.0832282471626734|0.09394703656998739|0.061224489795918366|0.08423180592991913
G1700310250300|G17003102503|G17003102503|G17003102503|G1700310250300|G1700310250300|Illinois|Cook County|250300|2781.0|2655.0|2590.0|2856.0|2942.0|0.03559870550161812|0.08775894538606403|0.08301158301158301|0.06897759103641457|0.09211420802175391
