GISJOIN,YEAR,TRACTA,COUNTY,STATE,Total Pop,% White,% Black,% Other races,Total Units,% Occupied,% Vacant,% Owner Occupied,% Renter
G17003102511,1970,2511,Cook,Illinois,6228,0.9733461785484907,0.0,0.026653821451509314,2120,0.9735849056603774,0.026415094339622643,0.3928393833913476,0.6071606166086524
G17003102512,1970,2512,Cook,Illinois,4557,0.9956111476848803,0.0,0.004388852315119597,1484,0.9716981132075472,0.02830188679245283,0.6107242339832869,0.3892757660167131
G17003102513,1970,2513,Cook,Illinois,5750,0.9925217391304347,0.0,0.007478260869565217,2039,0.9789112309955861,0.021088769004413928,0.44964753272910374,0.5503524672708963
G17003102514,1970,2514,Cook,Illinois,5645,0.9877767936226749,0.0015943312666076173,0.010628875110717449,2564,0.9598283931357254,0.040171606864274574,0.19746005735354363,0.8025399426464563
G17003102515,1970,2515,Cook,Illinois,5375,0.9244651162790698,0.05004651162790698,0.025488372093023254,2248,0.9341637010676157,0.06583629893238434,0.2990243902439024,0.7009756097560975
G17003102516,1970,2516,Cook,Illinois,4823,0.9827907941115488,0.004561476259589467,0.012647729628861704,1585,0.9608832807570978,0.039116719242902206,0.4573901464713715,0.5426098535286284
G17003102517,1970,2517,Cook,Illinois,2844,0.9725738396624473,0.010196905766526019,0.017229254571026722,969,0.9298245614035088,0.07017543859649122,0.39727582292849034,0.6027241770715096
G17003102518,1970,2518,Cook,Illinois,10902,0.0851219959640433,0.9101082370207302,0.004769767015226564,3403,0.9562151043197179,0.043784895680282106,0.1808641975308642,0.8191358024691358
G17003102519,1970,2519,Cook,Illinois,8905,0.24199887703537337,0.7374508702975856,0.02055025266704099,3342,0.8970676241771395,0.10293237582286056,0.17466802860061287,0.8253319713993871
G17003102520,1970,2520,Cook,Illinois,7229,0.755152856550007,0.2043159496472541,0.040531193802738966,3481,0.9307670209709854,0.06923297902901465,0.11536010197578075,0.8846398980242193
G17003102521,1970,2521,Cook,Illinois,11817,0.30583058305830585,0.6765676567656765,0.0176017601760176,3689,0.9474112225535375,0.052588777446462454,0.29336437718277064,0.7066356228172294
G17003102522,1970,2522,Cook,Illinois,14616,0.04604542966611932,0.9507389162561576,0.0032156540777230434,4241,0.9537844847913228,0.045508134873850505,0.2374814080317303,0.7625185919682697
G17003102523,1970,2523,Cook,Illinois,1543,0.22099805573558004,0.7647440051847051,0.014257939079714841,381,0.979002624671916,0.02099737532808399,0.4046920821114369,0.5953079178885631
G17003102524,1970,2524,Cook,Illinois,2386,0.9253981559094719,0.0699916177703269,0.004610226320201173,887,0.9492671927846674,0.05073280721533258,0.3861271676300578,0.6138728323699422
G17003102601,1970,2601,Cook,Illinois,4044,0.13798219584569732,0.8602868447082097,0.0017309594460929772,1381,0.8377986965966691,0.16220130340333092,0.06920415224913495,0.9307958477508651
G17003102602,1970,2602,Cook,Illinois,3073,0.05011389521640091,0.9469573706475757,0.00292873413602343,1125,0.912,0.088,0.13073170731707318,0.8692682926829268
G17003102603,1970,2603,Cook,Illinois,3344,0.04694976076555024,0.9479665071770335,0.005083732057416268,1006,0.9602385685884692,0.039761431411530816,0.16996871741397288,0.8300312825860271
G17003102604,1970,2604,Cook,Illinois,3445,0.0374455732946299,0.9599419448476052,0.0026124818577648768,997,0.9418254764292878,0.058174523570712136,0.17075773745997866,0.8292422625400213
G17003102605,1970,2605,Cook,Illinois,4933,0.009324954388810055,0.9874315832150821,0.003243462396107845,1291,0.9124709527498064,0.08752904725019364,0.2540220152413209,0.745977984758679
G17003102606,1970,2606,Cook,Illinois,6709,0.00491876583693546,0.9928454315099121,0.0022358026531524816,1638,0.9542124542124543,0.045787545787545784,0.21506761107533806,0.784932388924662
G17003102607,1970,2607,Cook,Illinois,6096,0.000984251968503937,0.994750656167979,0.00426509186351706,1574,0.9135959339263025,0.08640406607369759,0.18842625264643614,0.8115737473535639
G17003102608,1970,2608,Cook,Illinois,6906,0.01071532001158413,0.9855198378221836,0.003764842166232262,1827,0.9288451012588944,0.07115489874110564,0.14918414918414918,0.8508158508158508
G17003102609,1970,2609,Cook,Illinois,3910,0.01815856777493606,0.979539641943734,0.002301790281329923,888,0.9324324324324325,0.06756756756756757,0.23030303030303031,0.7696969696969697
G17003102610,1970,2610,Cook,Illinois,5960,0.006040268456375839,0.9914429530201342,0.0025167785234899327,1444,0.9411357340720221,0.05886426592797784,0.28023598820059,0.7197640117994101
G17003102701,1970,2701,Cook,Illinois,621,0.024154589371980676,0.9758454106280193,0.0,240,0.85,0.15,0.24786324786324787,0.7521367521367521
G17003102702,1970,2702,Cook,Illinois,3698,0.0048674959437533805,0.9932395889670091,0.0018929150892374256,1218,0.8711001642036125,0.12889983579638753,0.20622568093385213,0.7937743190661478
G17003102703,1970,2703,Cook,Illinois,3529,0.0376877302351941,0.9608954378010768,0.0014168319637291016,1074,0.8677839851024208,0.13221601489757914,0.18729817007534985,0.8127018299246501
G17003102704,1970,2704,Cook,Illinois,2410,0.008298755186721992,0.9896265560165975,0.002074688796680498,725,0.92,0.08,0.21341463414634146,0.7865853658536586
G17003102705,1970,2705,Cook,Illinois,3036,0.03458498023715415,0.9545454545454546,0.010869565217391304,1043,0.8974113135186961,0.10258868648130393,0.09488272921108742,0.9051172707889126
G17003102706,1970,2706,Cook,Illinois,1858,0.016146393972012917,0.9800861141011841,0.003767491926803014,708,0.9505649717514124,0.04943502824858757,0.07164179104477612,0.9283582089552239
G17003102707,1970,2707,Cook,Illinois,1066,0.0075046904315197,0.9878048780487805,0.004690431519699813,413,0.8934624697336562,0.10653753026634383,0.09836065573770492,0.9016393442622951
G17003102708,1970,2708,Cook,Illinois,1471,0.003399048266485384,0.9938817131203264,0.002719238613188307,702,0.8817663817663818,0.11823361823361823,0.1435483870967742,0.8564516129032258
G17003102709,1970,2709,Cook,Illinois,1114,0.005385996409335727,0.9919210053859964,0.0026929982046678637,357,0.8935574229691877,0.10644257703081232,0.14331210191082802,0.856687898089172
G17003102710,1970,2710,Cook,Illinois,2889,0.02284527518172378,0.9743856005538248,0.0027691242644513675,975,0.8902564102564102,0.10974358974358975,0.15874855156431056,0.8412514484356894
G17003102711,1970,2711,Cook,Illinois,3434,0.013395457192778102,0.9842748980780431,0.0023296447291788003,1163,0.9183147033533964,0.08168529664660361,0.17652582159624414,0.8234741784037559
G17003102712,1970,2712,Cook,Illinois,3840,0.00703125,0.9825520833333333,0.010416666666666666,1143,0.8827646544181977,0.11723534558180228,0.1506986027944112,0.8493013972055888
G17003102713,1970,2713,Cook,Illinois,2914,0.042210020590253944,0.9557309540150996,0.002059025394646534,788,0.8934010152284264,0.1065989847715736,0.15204678362573099,0.847953216374269
G17003102714,1970,2714,Cook,Illinois,6641,0.014907393464839632,0.9841891281433519,0.0009034783918084626,2168,0.8666974169741697,0.13330258302583026,0.06962025316455696,0.930379746835443
G17003102715,1970,2715,Cook,Illinois,2367,0.01689902830587241,0.9826784959864808,0.0004224757076468103,513,0.9551656920077972,0.04483430799220273,0.16766467065868262,0.8323353293413174
G17003102716,1970,2716,Cook,Illinois,2363,0.01946677951756242,0.9779940753279729,0.0025391451544646637,731,0.8809849521203831,0.11901504787961696,0.13174603174603175,0.8682539682539683
G17003102717,1970,2717,Cook,Illinois,3730,0.006970509383378016,0.9922252010723861,0.0008042895442359249,854,0.8840749414519906,0.11124121779859485,0.17108753315649866,0.8289124668435013
G17003102718,1970,2718,Cook,Illinois,3132,0.02362707535121328,0.9693486590038314,0.0070242656449553,760,0.9197368421052632,0.08026315789473684,0.1628242074927954,0.8371757925072046
G17003102719,1970,2719,Cook,Illinois,1805,0.03434903047091413,0.96398891966759,0.0016620498614958448,494,0.7935222672064778,0.20647773279352227,0.18793503480278423,0.8120649651972158
G17003102801,1970,2801,Cook,Illinois,177,0.9943502824858758,0.0,0.005649717514124294,125,0.968,0.032,0.0,1.0
G17003102802,1970,2802,Cook,Illinois,470,0.9851063829787234,0.0,0.014893617021276596,336,0.8422619047619048,0.15773809523809523,0.02097902097902098,0.9790209790209791
G17003102803,1970,2803,Cook,Illinois,968,0.1590909090909091,0.8347107438016529,0.006198347107438017,394,0.8730964467005076,0.12690355329949238,0.054285714285714284,0.9457142857142857
G17003102804,1970,2804,Cook,Illinois,5527,0.0014474398407816175,0.996924190338339,0.0016283698208793198,1387,0.9675558759913482,0.026676279740447006,0.0724191063174114,0.9275808936825886
G17003102805,1970,2805,Cook,Illinois,4953,0.010498687664041995,0.9862709469008681,0.0032303654350898446,938,0.9701492537313433,0.029850746268656716,0.03863134657836645,0.9613686534216336
G17003102806,1970,2806,Cook,Illinois,200,0.0,1.0,0.0,52,0.8461538461538461,0.15384615384615385,0.15,0.85
G17003102807,1970,2807,Cook,Illinois,458,0.021834061135371178,0.9781659388646288,0.0,156,0.8846153846153846,0.11538461538461539,0.1656441717791411,0.8343558282208589
G17003102808,1970,2808,Cook,Illinois,5821,-0.0010307507301151005,0.998969249269885,0.002061501460230201,1394,0.9713055954088953,0.028694404591104734,0.03906836964688205,0.9609316303531179
G17003102809,1970,2809,Cook,Illinois,981,0.023445463812436288,0.9734964322120285,0.0030581039755351682,382,0.774869109947644,0.225130890052356,0.1437308868501529,0.8562691131498471
G17003102810,1970,2810,Cook,Illinois,383,0.0,1.0,0.0,147,0.9727891156462585,0.027210884353741496,0.192,0.808
G17003102811,1970,2811,Cook,Illinois,842,0.0,1.0,0.0,286,0.8986013986013986,0.10139860139860139,0.13924050632911392,0.8607594936708861
G17003102812,1970,2812,Cook,Illinois,1416,0.054378531073446326,0.9413841807909604,0.00423728813559322,455,0.8373626373626374,0.16263736263736264,0.15926892950391644,0.8407310704960835
G17003102813,1970,2813,Cook,Illinois,2320,0.015948275862068966,0.9797413793103448,0.004310344827586207,626,0.8594249201277955,0.14057507987220447,0.18095238095238095,0.819047619047619
G17003102814,1970,2814,Cook,Illinois,1002,0.018962075848303395,0.9720558882235529,0.008982035928143712,360,0.8833333333333333,0.11666666666666667,0.14506172839506173,0.8549382716049383
G17003102815,1970,2815,Cook,Illinois,2960,0.0,0.9908783783783783,0.009121621621621622,1184,0.8302364864864865,0.16976351351351351,0.10677618069815195,0.893223819301848
G17003102816,1970,2816,Cook,Illinois,2706,0.09903917220990392,0.8721359940872137,0.028824833702882482,1397,0.8933428775948461,0.1066571224051539,0.033856317093311314,0.9661436829066887
G17003102817,1970,2817,Cook,Illinois,2411,0.41144753214433843,0.5595188718374119,0.02903359601824969,1105,0.8199095022624434,0.18009049773755656,0.06779661016949153,0.9322033898305084
G17003102818,1970,2818,Cook,Illinois,942,0.8184713375796179,0.1464968152866242,0.03503184713375796,246,0.7235772357723578,0.2764227642276423,0.03932584269662921,0.9606741573033708
G17003102819,1970,2819,Cook,Illinois,907,0.9095920617420066,0.06504961411245866,0.025358324145534728,375,0.832,0.168,0.006711409395973154,0.9932885906040269
